Department,Sub-Department,Sub-Sub-Department,Location,Position,Name,Apt_Type,Pay_Plan,Lvl_grade_pay,Tenure,Expiration,Additional_Note,Additional_Note_2,Additional_Note3,,,,
DEPARTMENT OF TRANSPORTATION,SURFACE TRANSPORTATION-BOARD,General Counsel,Do......................,General Counsel.......,......do.............................,CA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF TRANSPORTATION,SURFACE TRANSPORTATION-BOARD,General Counsel,Do......................,Deputy General Counsel,......do.............................,CA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF TRANSPORTATION,SURFACE TRANSPORTATION-BOARD,Office of Proceedings,Do......................,Director..............,......do.............................,CA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF TRANSPORTATION OFFICE OF THE INSPECTOR GENERAL,OFFICE OF INSPECTOR,None,"Washington, DC..............",Inspector General.....,Calvin L. Scovel III.................,PAS,OT,"$170,259 ",..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,"Washington, DC..............",Secretary.............,Timothy F. Geithner..................,PAS,EX,I,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Deputy Secretary......,Neal S. Wolin........................,PAS,EX,II,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Senior Advisor........,Sarah Beth Miller....................,SC,GS,15,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Special Assistant.....,Lauren E. Mandelker..................,SC,GS,12,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Counselor to the,Randall James Devalk.................,NA,ES,..........,..........,................,Secretary.,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Chief of Staff........,Mark Patterson.......................,NA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Deputy Chief of Staff.,Adewale Olabimeji Adeyemo............,NA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,White House Liaison...,Margaret Buford......................,SC,GS,15,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Director of Scheduling,Julie Huffman Herr...................,SC,GS,15,..........,................,and Advance.,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,"Deputy Director,",Bhumi Haresh Shah....................,SC,GS,12,..........,................,Scheduling and,Advance.,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Advance Specialist....,Natalie J. Reese.....................,SC,GS,9,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,......do..............,Antonio Jaquis White.................,SC,GS,9,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Staff Assistant.......,Daniel K. Balke......................,SC,GS,7,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Executive Secretary...,Rebecca Henszey Ewing................,NA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Deputy Executive,Sam I. Valverde......................,SC,GS,15,..........,................,Secretary.,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,......do..............,David George Clunie..................,SC,GS,15,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,Special Assistant.....,Million Fikre........................,SC,GS,12,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,......do..............,Elizabeth A. Hipple..................,SC,GS,11,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE SECRETARY,None,Do......................,......do..............,Breanna Nicole Zwart.................,SC,GS,11,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,General Counsel.......,Vacant...............................,PAS,EX,IV,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Principal Deputy,Christopher J. Meade.................,NA,ES,..........,..........,................,General Counsel.,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Assistant General,Career Incumbent.....................,CA,ES,..........,..........,................,Counsel (General Law,and Ethics).,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Deputy Assistant,......do.............................,CA,ES,..........,..........,................,General Counsel,(General Law and,Regulation).,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Deputy Assistant,......do.............................,CA,ES,..........,..........,................,General Counsel,(Ethics).,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Assistant General,......do.............................,CA,ES,..........,..........,................,Counsel (Banking and,Finance).,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Deputy Assistant,Vacant...............................,........,ES,..........,..........,................,General Counsel,(Banking and Finance).,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Assistant General,Career Incumbent.....................,CA,ES,..........,..........,................,Counsel,(International,Affairs).,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Deputy Assistant,Vacant...............................,........,ES,..........,..........,................,General Counsel,(International,Affairs).,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Assistant General,......do.............................,........,ES,..........,..........,................,Counsel (Enforcement,and Intelligence).,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Deputy Assistant,Career Incumbent.....................,CA,ES,..........,..........,................,General Counsel,(Enforcement and,Intelligence).,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,"Chief Counsel, Office",Vacant...............................,........,ES,..........,..........,................,of Foreign Assets,Control.,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,Special Counsel for,Career Incumbent.....................,CA,ES,..........,..........,................,"Tax, Trade, and",Tariff.,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,None,Do......................,"Chief Counsel, Office",Vacant...............................,........,ES,..........,..........,................,of Financial,Stability.,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,None,Do......................,Under Secretary.......,Lael Brainard........................,PAS,EX,III,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,None,Do......................,Senior Advisor........,Sameera Fazili.......................,SC,GS,15,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,None,Do......................,......do..............,Lyndsay N. Huot......................,SC,GS,14,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,None,Do......................,Executive Secretary,Vacant...............................,........,ES,..........,..........,................,and Senior,Coordinator for China,Affairs and the,Strategic and,Economic Dialogue.,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,None,Do......................,Managing Director for,Paige M. Gebhardt....................,SC,GS,14,..........,................,China Operations.,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,None,Do......................,Special Assistant.....,Elizabeth S. Van Heuvelen............,SC,GS,12,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,Deputy Under Secretary/ Charles Valentine A. Collyns.........,PAS,EX,IV,..........,................,Designated Assistant,Secretary.,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,Deputy Assistant,Career Incumbent.....................,CA,ES,..........,..........,................,Secretary for,International,Monetary and,Financial Policy.,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,"Director, Office of",......do.............................,CA,ES,..........,..........,................,International,Monetary Policy.,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,"Director, Office of",......do.............................,CA,ES,..........,..........,................,International Banking,and Securities,Markets.,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,Senior Advisor........,......do.............................,CA,ES,..........,..........,................,,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,Deputy Assistant,Leonardo Martinez....................,NA,ES,..........,..........,................,Secretary for Western,Hemisphere.,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,"Director, Office of",Career Incumbent.....................,CA,ES,..........,..........,................,Western Hemisphere.,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,Deputy Assistant,......do.............................,CA,ES,..........,..........,................,Secretary for South,and East Asia.,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,"Director, Office of",......do.............................,CA,ES,..........,..........,................,South and South Asian,Nations.,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,"Director, Office of",Vacant...............................,........,ES,..........,..........,................,African Nations.,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,"Tokyo, Japan................",Treasury Attache,Career Incumbent.....................,CA,ES,..........,..........,................,(Tokyo).,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,"Beijing, China..............",Economic and Financial,......do.............................,CA,ES,..........,..........,................,Emissary to China.,,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,"Washington, DC..............",Deputy Assistant,......do.............................,CA,ES,..........,..........,................,Secretary for Middle,East and Africa.,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,"Director, Office of",......do.............................,CA,ES,..........,..........,................,Middle East and North,Africa.,,,,,
DEPARTMENT OF THE TREASURY,OFFICE OF THE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,Office of the Assistant Secretary for International Finance,Do......................,Deputy Assistant,Christopher Smart....................,NA,ES,..........,..........,................,Secretary for Europe,and Eurasia.,,,,,
